M_tar,b,v,gamma,v_mutual,m_lr,targ_ratio_lr,Z_Fe_lr,targ_core_complete_loss,lr_targ_core_vap_frac,targ_core_complete_loss_vapfrac
0.1239297756732955,0.174,47.5539985,0.025,10.001808481998255,0.0559356062217767,0.4513492090007053,0.6254057288169861,0.0607352368533611,0.1070106177757595,0.3835262254298195
0.1239297756732955,0.4,55.91349087,0.025,11.760021131381793,0.0614526982499198,0.4958670982502368,0.5953859090805054,0.013164066709578,0.0671318066249146,0.398463872593197
0.1239297756732955,0.174,49.13913179,0.025,10.335202099467034,0.0526430348197026,0.4247811676709603,0.6599505543708801,0.0710376948118209,0.1111505581107704,0.3960899023552156
0.1239297756732955,0.4,58.86684446,0.025,12.381186078989764,0.0538981730449659,0.4349089857715282,0.6728423833847046,0.0218546073883771,0.0849770000108587,0.4011738326025069
0.1239297756732955,0.3,52.30939835,0.025,11.001989330198084,0.0600804441139127,0.4847942618107951,0.5971416234970093,0.0348213911056518,0.0899009890081478,0.4498833672837986
0.1239297756732955,0.4,61.82019806,0.025,13.00235102870099,0.0475367774917441,0.3835783388897673,0.7493814826011658,0.0391107164323329,0.1076215796336748,0.4418103340533696
0.1239297756732955,0.3,56.66851488,0.025,11.918821774556529,0.0508501310259143,0.4103140730276621,0.6889104247093201,0.057373471558094,0.1112328993160206,0.4900779633098491
0.1239297756732955,0.4,64.19789798,0.025,13.502441451749274,0.0502382948016735,0.4053771140045638,0.6940376162528992,0.0594327226281166,0.1109128718137444,0.5188337816760632
0.1239297756732955,0.5,65.02383585,0.025,13.676157073029144,0.0552936102676624,0.4461688885278697,0.662084698677063,0.0124469762668013,0.087697443992843,0.4803173271687103
0.1239297756732955,0.6,75.01017554,0.025,15.776536855300408,0.0523944033032039,0.4227749386178706,0.6989439725875854,0.012131180614233,0.100890493290616,0.6573338704825471
0.1239297756732955,0.7,84.99651522,0.025,17.876916635468415,0.058315483088156,0.4705526397617928,0.6320791244506836,0.0056774471886456,0.0782669500787624,0.8545892238421995
0.1239297756732955,0.7,89.10117614,0.025,18.7402306300925,0.0504665664645222,0.4072190576505402,0.7186271548271179,0.0216835644096136,0.1021307189677488,0.7991602506250932
0.1239297756732955,0.4,59.44249813,0.025,12.502260603549448,0.0599392764293904,0.4836551676443179,0.5975343585014343,0.0339530147612094,0.0981358432829762,0.5058992550111404
0.1239297756732955,0.3,56.11371823,0.025,11.802134008757944,0.0513033323193385,0.4139709931742694,0.6838352084159851,0.0557419285178184,0.1150690608944558,0.4761454823553383
0.1239297756732955,0.4,64.19789798,0.025,13.502441451749274,0.0510274759081666,0.4117450841086455,0.6846516132354736,0.0575774759054183,0.1084393616374149,0.5440419333655615
0.1239114042926528,0.4,34.8958,0.1,7.501924077410257,0.0597789674661626,0.4824331368642808,0.594165563583374,0.0424570143222808,0.0387425331550975,0.282823115258383
0.1239114042926528,0.3,30.2431,0.1,6.501683299008079,0.0550260968720751,0.4440761299267902,0.6191071271896362,0.0876807793974876,0.0360293992309719,0.2464198980708347
0.1239114042926528,0.174,25.2474,0.1,5.427704134939096,0.0538128788314084,0.4342851179727868,0.6122521758079529,0.1397255212068557,0.0226076503855994,0.1769011795288178
0.1239114042926528,0.5,46.5278,0.1,10.002579768594757,0.0510504116603376,0.4119912283438192,0.6732116341590881,0.073091447353363,0.0696393794941112,0.3273487110259058
0.1239114042926528,0.5,41.875,0.1,9.002317492120957,0.0613256467305948,0.4949152749956453,0.584131121635437,0.0338633768260479,0.0444408343438769,0.31839803271366
0.1239114042926528,0.4,39.1498043,0.1,8.416452968668711,0.0490616340093382,0.3959412314742634,0.6949637532234192,0.0805196911096572,0.0727026319802325,0.3261399754371337
0.1239114042926528,0.4,35.36111356,0.1,7.601957519810472,0.0584546057384894,0.4717451639917815,0.6062548160552979,0.0445446372032165,0.0405557278558191,0.2889761444586708
0.1239114042926528,0.3,32.5694,0.1,7.001792939173357,0.0477338397611534,0.3852255571925899,0.6909008026123047,0.1161305531859397,0.0482455917330981,0.2717883205995509
0.1239114042926528,0.4,37.88690739,0.1,8.144954486432566,0.0523023827972554,0.4220949887205548,0.6630178689956665,0.064789779484272,0.0642785819344583,0.315806164986416
0.1239114042926528,0.4,36.62401047,0.1,7.873456002046617,0.0554025581067493,0.4471142783266349,0.6331704258918762,0.0542303062975406,0.0514685057727061,0.3017968942549688
0.1239114042926528,0.7,87.17836862,0.1,18.74166812566913,0.0541554371394122,0.4370496601871155,0.6553707122802734,0.0427725091576576,0.1120528545826881,0.6250961463667017
0.1239114042926528,0.7,81.35015185,0.1,17.488713910112264,0.0605111801940058,0.4883423002058074,0.6010071635246277,0.0191529933363199,0.0994321283679974,0.6376281516334751
0.1239114042926528,0.7,93.0065854,0.1,19.9946223433758,0.0477501759044672,0.385357394479134,0.718515157699585,0.0746692866086959,0.1218574067885356,0.621049898142037
0.1239114042926528,0.6,60.65228595,0.1,13.039071874502858,0.0544758258289971,0.4396352873246166,0.6490545272827148,0.0463894344866275,0.0996072872542879,0.4822353738730792
0.1239114042926528,0.6,57.49504366,0.1,12.360325665687787,0.0597957017577255,0.4825681873195516,0.6080027222633362,0.0194685887545347,0.0894998465080736,0.4599124167057756
0.1239114042926528,0.6,63.80952823,0.1,13.71781808116812,0.0487473472432991,0.3934048485817178,0.6974474191665649,0.083043947815895,0.112948034686785,0.4889099635755883
0.1239297756732955,0.3,22.70311017,0.25,4.86965487456458,0.0502031823488825,0.405093788608385,0.6204656958580017,0.1705153435468673,0.0149232558991971,0.1292825215886728
0.1239297756732955,0.3,23.31410039,0.25,5.000707910067437,0.0478287981185768,0.3859346783993498,0.6388024687767029,0.1859030872583389,0.0154656895516863,0.1367801378709956
0.1239297756732955,0.3,20.87013952,0.25,4.476495770200937,0.0583778837773871,0.4710561562806612,0.5657199025154114,0.1236679181456565,0.0097701443059749,0.1083302237400916
0.1239297756732955,0.3,22.09211996,0.25,4.738601841206651,0.0530425343598847,0.4280047637600496,0.6006138920783997,0.1530618965625763,0.0127887984322618,0.1223600517764153
0.1239297756732955,0.4,27.20514335,0.25,5.835308816085248,0.054560130704481,0.4402503789590714,0.6149064898490906,0.0953001454472541,0.0248159498162484,0.1717540006515179
0.1239297756732955,0.174,17.65440154,0.25,3.786742956054704,0.0562358582620332,0.4537719684919192,0.5504600405693054,0.2213231772184372,0.0075791063620593,0.0614112169564249
0.1239297756732955,0.174,18.61912293,0.25,3.9936687994406026,0.047895521129331,0.3864730721016838,0.5910902619361877,0.2792558372020721,0.0113002107643439,0.0717083366511328
0.1239297756732955,0.4,25.66158912,0.25,5.504227465380853,0.0596196599061068,0.4810761544770051,0.5768557786941528,0.0728532969951629,0.0143380315869591,0.1549105558248043
0.1239297756732955,0.4,26.43336624,0.25,5.669768141805515,0.0571009921796018,0.4607528083495597,0.5952704548835754,0.0835372805595398,0.0188831943296328,0.1624499687123342
0.1239297756732955,0.4,28.90948448,0.25,6.200877807711447,0.0490506517534657,0.3957939202825108,0.6630312204360962,0.1228324174880981,0.0360012474695145,0.1911442306278055
0.1239297756732955,0.4,24.889812,0.25,5.338686788956192,0.0616592768657388,0.4975339988372562,0.5627779960632324,0.0648469254374504,0.0109946632502954,0.1464168823789907
0.1239297756732955,0.4,27.97692047,0.25,6.000849492509909,0.0520759208991755,0.4202050767561984,0.6363017559051514,0.1062999218702316,0.0300214223904127,0.1803596810081226
0.1239297756732955,0.5,33.23753799,0.25,7.129214353432744,0.0587637980167042,0.4741701314106929,0.5901255011558533,0.0645377784967422,0.0405509099875047,0.2165452672385313
0.1239297756732955,0.5,34.86354704,0.25,7.477981673730631,0.0546519461037558,0.4409912452987056,0.6212716102600098,0.084076814353466,0.0498740961119158,0.2359126010980803
0.1239297756732955,0.5,37.30256062,0.25,8.001132655249927,0.0484404533663408,0.3908701771077181,0.6725113391876221,0.1212206333875656,0.0636468147013866,0.2651509573808168
0.1239297756732955,0.5,36.4895561,0.25,7.826748996173448,0.0504969795614633,0.4074644635408993,0.654381275177002,0.108609139919281,0.0599509800895863,0.2555551064542681
0.1239297756732955,0.5,32.42453347,0.25,6.954830694356264,0.0607942032736625,0.4905536457511923,0.5764700174331665,0.0546103790402412,0.0321868324752546,0.2077577433669645
0.1239297756732955,0.5,35.67655157,0.25,7.652365334952039,0.052628279204287,0.4246621033433161,0.6378297209739685,0.0944844782352447,0.0549079087405375,0.2456283402461656
0.1239297756732955,0.6,44.29679074,0.25,9.501345028913637,0.0604009172591868,0.4873801871344961,0.581519603729248,0.0524986423552036,0.0601521413632604,0.3080536438528078
0.1239297756732955,0.6,45.69563676,0.25,9.801387502788408,0.0574221771656851,0.463344477577865,0.6038240790367126,0.0646760091185569,0.0717723049513738,0.3221607583345673
0.1239297756732955,0.6,48.82638739,0.25,10.47291113775589,0.0508394715114256,0.4102280604900711,0.6565015912055969,0.0996553897857666,0.0863585080542544,0.3472063688649372
0.1239297756732955,0.6,50.3917627,0.25,10.808672954167168,0.0474688570199679,0.3830302827716371,0.686445951461792,0.1210034862160682,0.0934627785063492,0.3577308202692988
0.1239114042926528,0.7,66.05661777,0.25,14.130966878449494,0.0583549781879623,0.4709411415444866,0.6107426285743713,0.0385910272598266,0.1011463000673876,0.4839040776459979
0.1239114042926528,0.7,71.23752897,0.25,15.239278006674368,0.0499934245796195,0.4034610443244232,0.6821730732917786,0.0800177752971649,0.1202091876421784,0.5173509551313766
0.1239114042926528,0.7,68.64707337,0.25,14.685122442561932,0.0540169056789032,0.4359316722077223,0.6456822156906128,0.0591498054563999,0.110045780258433,0.5045697263362837
0.1239297756732955,0.3,21.48112974,0.25,4.607548805703794,0.0557240447202941,0.4496421010814561,0.5831462144851685,0.1361281126737594,0.0111449671788094,0.115746970065129
0.1239297756732955,0.5,34.05054252,0.25,7.303598014654152,0.0567341166656534,0.4577924583291131,0.6052237749099731,0.0737414807081222,0.0448289159001141,0.2265111421455075
0.1239297756732955,0.6,47.26101208,0.25,10.137149321344612,0.0543050081650113,0.438191773284336,0.6273557543754578,0.0809782445430755,0.0863684347951531,0.3355049533894817
0.1239297756732955,0.174,18.13676223,0.25,3.890205876675189,0.0518534465161365,0.4184099118587364,0.5707445740699768,0.2496908456087112,0.0099248656284096,0.067041440017713
0.1239114042926528,0.78,82.13912829,0.4,17.070247346643587,0.0610745840967566,0.4928891286915873,0.5980713963508606,0.0148563049733638,0.0943570266609968,0.6010070522614126
0.1239114042926528,0.5,29.1979,0.4,6.067940887354708,0.056435101297989,0.4554471932599613,0.6051819324493408,0.0788692086935043,0.0223985797419,0.186600850741897
0.1239114042926528,0.5,30.6618,0.4,6.3721702553914,0.0523041623992781,0.4221093506110757,0.6395048499107361,0.0978761911392211,0.0326751993174006,0.2032499533616794
0.1239114042926528,0.5,27.734,0.4,5.763711519318015,0.0607286173984381,0.490097079805583,0.5740595459938049,0.0597650334239006,0.0166868905732622,0.1701134833307855
0.1239114042926528,0.3,20.0619,0.4,4.169286944883756,0.0493679185988244,0.3984130345438399,0.61417555809021,0.1974992305040359,0.0088128457416671,0.1093259351922063
0.1239114042926528,0.3,18.8714,0.4,3.92187587674544,0.0553543942337001,0.4467255822794534,0.5744253396987915,0.1612812876701355,0.0055781730890703,0.0938443078348248
0.1239114042926528,0.7,62.56691412,0.4,13.002727469590573,0.0507228140744232,0.4093474233786149,0.6741172075271606,0.0778007358312606,0.0997168823241656,0.4571176094905924
0.1239114042926528,0.4,23.4626,0.4,4.876024298447784,0.0548931515521528,0.44300322367832,0.6082063317298889,0.1009596362709999,0.0117962713090415,0.1365916789436081
0.1239114042926528,0.5,32.1257,0.4,6.676399623428094,0.0481386750911292,0.3884926925485868,0.6752473711967468,0.123316004872322,0.0422176254186055,0.2195078016597019
0.1239114042926528,0.4,22.1992,0.4,4.6134630691441725,0.0598557376876587,0.4830526942160383,0.5739814043045044,0.0751311630010604,0.007320765542745,0.1240355723344865
0.1239114042926528,0.7,64.9733339,0.4,13.502832373546031,0.0471867237413225,0.3808101765183568,0.707143247127533,0.1000605747103691,0.109679045632889,0.4823481723769885
0.1239114042926528,0.7,60.03384068,0.4,12.476301257525725,0.0542355192304353,0.4376959452605542,0.6476156115531921,0.0527008213102817,0.1025691149032015,0.4147612168616946
0.1239114042926528,0.174,16.3637,0.4,3.4007228019277496,0.0473384875985666,0.3820349536735382,0.5533108711242676,0.3517087399959564,0.006939812719368,0.0456032855655235
0.1239114042926528,0.78,94.86641509,0.4,19.715246608878537,0.0479365123013462,0.3868611817854172,0.7260114550590515,0.061366681009531,0.1206602729827521,0.6289874485213244
0.1239114042926528,0.6,41.5564,0.4,8.636298456096744,0.0531393990028647,0.4288499457028232,0.6413435339927673,0.0808352530002594,0.071694357009375,0.2840657394037842
0.1239114042926528,0.6,39.93,0.4,8.29829815267788,0.0566872497906885,0.4574821027514557,0.612238883972168,0.0639643743634224,0.0549747349792365,0.2669577183031825
0.1239114042926528,0.4,24.726,0.4,5.138585527751396,0.0496649914856368,0.4008104965733304,0.6488688588142395,0.1313029676675796,0.0178060481063363,0.1489238957793331
0.1239114042926528,0.6,43.1828,0.4,8.97429875951561,0.0495754503574216,0.4000878744004453,0.6726529002189636,0.1006189957261085,0.0782138405438897,0.3018004116085959
0.1239297756732955,0.5,26.54915806,0.55,5.400626952322445,0.0560893517714427,0.4525897950409101,0.5917887091636658,0.1045959740877151,0.0176050710055189,0.1392405257295056
0.1239297756732955,0.3,17.49599688,0.55,3.559033853138972,0.0542774454475812,0.4379693673509727,0.5620585680007935,0.2001394778490066,0.0059071488346448,0.0622271820959224
0.1239297756732955,0.3,18.14022932,0.55,3.690083548619389,0.0506438540375568,0.4086496062985258,0.5817094445228577,0.2248361855745315,0.0071602132957154,0.0678083137717892
0.1239297756732955,0.4,21.36139154,0.55,4.345332030089871,0.0550769753922777,0.4444208431190257,0.5909640192985535,0.1230362728238105,0.0089292935080602,0.0969404489276948
0.1239297756732955,0.4,20.54762424,0.55,4.17979557114204,0.0583990580251831,0.4712270131040592,0.5679494738578796,0.1070827022194862,0.0070232880173275,0.0885111013676298
0.1239297756732955,0.4,22.17515884,0.55,4.510868489037702,0.0516427114738983,0.416709472710087,0.617813766002655,0.1401082873344421,0.0123282605249715,0.1051014642171854
0.1239297756732955,0.4,22.98892613,0.55,4.676404945951334,0.0480654520085801,0.3878442589558993,0.6473737359046936,0.1611406654119491,0.0175583865691907,0.1143612009733007
0.1239297756732955,0.5,24.96074689,0.55,5.077512518460355,0.0613807721654551,0.4952867204994181,0.5568959712982178,0.077899232506752,0.0105311010544344,0.120635273857921
0.1239297756732955,0.5,25.75495247,0.55,5.239069734374301,0.0584041555292821,0.4712681453022845,0.5740125775337219,0.0956488251686096,0.013706559454139,0.1302398840712429
0.1239297756732955,0.5,28.13756922,0.55,5.723741384150335,0.0508717335847056,0.4104883859292541,0.6299003958702087,0.1355886310338974,0.0273282994095417,0.1586157591219046
0.1239297756732955,0.3,18.78446177,0.55,3.821133246134005,0.0471955674584932,0.3808250858365989,0.6047547459602356,0.2482302486896515,0.0083486474685897,0.0751992706503334
0.1239297756732955,0.5,27.34336364,0.55,5.56218416823639,0.0534808292241626,0.4315414026500712,0.6092300415039062,0.1210758611559867,0.0208687628563735,0.1492014186448156
0.1239297756732955,0.6,35.34845166,0.55,7.190578334967474,0.0604436880332248,0.4877253081823284,0.578041672706604,0.0574984699487686,0.0366930997684892,0.2092627475673912
0.1239297756732955,0.5,28.9317748,0.55,5.885298600064281,0.0484951987505995,0.391311922313512,0.6490669250488281,0.1508974283933639,0.0308614948207303,0.1683484151733342
0.1239297756732955,0.7,60.05166703,0.55,12.215703818598271,0.0485833373111188,0.3920231199255504,0.6948344111442566,0.0893727466464042,0.1175547479216189,0.4150150438616354
0.1239297756732955,0.7,53.73043892,0.55,10.929840258424637,0.0590412651185204,0.4764090372774128,0.6041887998580933,0.0377226658165454,0.0796101701805321,0.344389617170146
0.1239297756732955,0.7,55.83751495,0.55,11.358461443793049,0.0556662468661251,0.4491757252338846,0.6311688423156738,0.0522157773375511,0.0916421505610853,0.3675572631768276
0.1239297756732955,0.6,37.18899158,0.55,7.564980772751499,0.056424960582734,0.4552978513531883,0.6079519987106323,0.0746362581849098,0.0504429858653557,0.2306434600474702
0.1239297756732955,0.7,57.94459099,0.55,11.787082631195664,0.0520719997421763,0.4201734366037173,0.6634805202484131,0.068024605512619,0.1053165380060822,0.3943238708489801
0.1239297756732955,0.6,39.0295315,0.55,7.939383210535523,0.0523509267209061,0.4224241223425917,0.6392989158630371,0.0971817746758461,0.0596894067769019,0.2522657885218263
0.1239297756732955,0.6,36.26872162,0.55,7.377779553859486,0.0584814807453073,0.4718920891092117,0.5925490260124207,0.0652088448405265,0.0450208965771323,0.2193725248796401
0.1239297756732955,0.6,39.94980146,0.55,8.126584429427536,0.0503284060057909,0.4061042290471582,0.6555651426315308,0.1099774688482284,0.0595627709677909,0.2637024916245629
0.1239297756732955,0.6,38.10926154,0.55,7.752181991643511,0.0544466524209227,0.4393347129462686,0.6229599714279175,0.0850373432040214,0.0579695503092144,0.2419856580650828
0.1239297756732955,0.6,40.87007142,0.55,8.313785648319548,0.0479915834432634,0.3872482071603131,0.6746905446052551,0.1265428215265274,0.0613099246881372,0.2745919119021945
0.1239114042926528,0.7,48.3355,0.7,9.501694502107316,0.0606110188837559,0.4891480266062148,0.5892807245254517,0.0367038212716579,0.0618570966165308,0.3077978337354533
0.1239114042926528,0.5,25.1853,0.7,4.950875165125495,0.0534671715327067,0.4314951625148923,0.6019934415817261,0.1319094598293304,0.0144472148093362,0.1294941353411275
0.1239114042926528,0.5,24.1253,0.7,4.742502516198025,0.0576471671217529,0.4652289064984071,0.5745493769645691,0.1067122668027877,0.0118132676848091,0.1166749593538428
0.1239114042926528,0.3,17.7275,0.7,3.484835975341259,0.0489457758851088,0.3950062237169808,0.5829893946647644,0.2457555532455444,0.0071771356847523,0.065759299459428
0.1239114042926528,0.5,26.2453,0.7,5.159247814052966,0.0497314369991265,0.4013467306178795,0.6292062997817993,0.1560628712177276,0.0185024513229203,0.1428619710532285
0.1239114042926528,0.3,16.8973,0.7,3.321636944077499,0.0539319130928072,0.435245758053321,0.558526337146759,0.2050228416919708,0.0047743526479414,0.0570388320999411
0.1239114042926528,0.7,49.86184532,0.7,9.801740367679436,0.0585635415124778,0.4726243064291566,0.6070704460144043,0.0411460883915424,0.0591899890862186,0.3067674942963152
0.1239114042926528,0.6,33.0015,0.7,6.487367899603699,0.0584664295349794,0.4718405853660896,0.5868498086929321,0.074621096253395,0.0284363896393584,0.1928884278666127
0.1239114042926528,0.4,19.7794,0.7,3.888194313392464,0.0568074965944825,0.458452528391294,0.5750117897987366,0.1203066930174827,0.0061686125513904,0.0844482849886404
0.1239114042926528,0.4,20.691,0.7,4.067394791470089,0.0525398239349331,0.4240112057066599,0.6057456731796265,0.1426393985748291,0.0090620798004868,0.0937088899060846
0.1239114042926528,0.4,21.6026,0.7,4.246595269547713,0.0479578645093445,0.3870335001294802,0.641829252243042,0.1705309748649597,0.0132102935294887,0.1053194296521714
0.1239114042926528,0.6,31.7207,0.7,6.235590834748695,0.0616464396009782,0.4975041639862478,0.5645052790641785,0.0614399462938308,0.0216163111260375,0.1779770417968445
0.1239114042926528,0.6,34.2822,0.7,6.739125306661635,0.0554594209157877,0.4475731772420573,0.6089963316917419,0.0890887230634689,0.0384073010988732,0.2085846179553138
0.1239114042926528,0.6,35.563,0.7,6.990902371516639,0.0523570859536695,0.4225364586298537,0.6342170238494873,0.1044303029775619,0.0468826396827149,0.2234692894009297
0.1239114042926528,0.6,36.8437,0.7,7.242659778574573,0.0492895768982539,0.3977807949124868,0.6606492400169373,0.1217623278498649,0.0524458150123414,0.2383956295096989
0.1239114042926528,0.7,53.366873,0.7,10.49075159621312,0.0523391994452037,0.4223921094590253,0.6587841510772705,0.0700571164488792,0.0820488097267443,0.3471726210923247
0.1239114042926528,0.5,23.0653,0.7,4.534129867270554,0.061444795610429,0.4958768400792979,0.5508893132209778,0.0870741084218025,0.007702135606871,0.1029957820227732
